id,full title,description,url
10211,DSM-5 Criteria for Posttraumatic Stress Disorder,Diagnostic criteria for posttraumatic stress disorder (PTSD).,http://www.mdcalc.com/calc/10211
2156,du Bois Score for Idiopathic Pulmonary Fibrosis (IPF) Mortality,Determines 1-year mortality in IPF patients using PFT and clinical indicators.,http://www.mdcalc.com/calc/2156
10016,Dual Antiplatelet Therapy (DAPT) Score,Predicts which patients will benefit from prolonged DAPT after coronary stent placement.,http://www.mdcalc.com/calc/10016
3910,Duke Activity Status Index (DASI),Estimates functional capacity.,http://www.mdcalc.com/calc/3910
1731,Duke Criteria for Infective Endocarditis,Diagnostic criteria for endocarditis.,http://www.mdcalc.com/calc/1731
3991,Duke Treadmill Score,Diagnoses and prognoses suspected CAD based on the treadmill exercise test.,http://www.mdcalc.com/calc/3991
3818,Dutch Criteria for Familial Hypercholesterolemia (FH),"Diagnoses familial hypercholesterolemia (FH) based on clinical, genetic and family history.",http://www.mdcalc.com/calc/3818
10040,Duval/CIBMTR Score for Acute Myelogenous Leukemia (AML) Survival,Predicts overall survival in AML patients with relapsed/refractory disease undergoing myeloablative transplant.,http://www.mdcalc.com/calc/10040
3170,Eastern Cooperative Oncology Group (ECOG) Performance Status,"Determines ability of patient to tolerate therapies in serious illness, specifically for chemotherapy, simpler than the Karnofsky Scale.",http://www.mdcalc.com/calc/3170
10500,"Eat, Sleep, Console (ESC)",Assists with management of infants with neonatal abstinence syndrome (NAS).,http://www.mdcalc.com/calc/10500
10427,Eczema Area and Severity Index (EASI),Stratifies severity of eczema.,http://www.mdcalc.com/calc/10427
10171,ED-SAFE Patient Safety Screener 3 (PSS-3),Screens for suicidality in emergency patients.,http://www.mdcalc.com/calc/10171
10466,Edinburgh Postnatal Depression Scale (EPDS),Screens for depression in the postnatal period.,http://www.mdcalc.com/calc/10466
10536,Edmonton Obesity Staging System (EOSS),Stratifies the presence and severity of obesity-related health impairments.,http://www.mdcalc.com/calc/10536
10429,Edmonton Symptom Assessment System-revised (ESAS-r),Assesses symptoms of patients receiving palliative care.,http://www.mdcalc.com/calc/10429
3948,EGSYS (Evaluation of Guidelines in SYncope Study) Score for Syncope,Predicts likelihood that syncope is from cardiac cause.,http://www.mdcalc.com/calc/3948
10149,El-Ganzouri Risk Index (EGRI) for Difficult Airway,Predicts risk of difficult airway.,http://www.mdcalc.com/calc/10149
10007,Embolic Stroke of Undetermined Source (ESUS) Criteria,Diagnoses embolic stroke of undetermined source.,http://www.mdcalc.com/calc/10007
1858,Emergency Department Assessment of Chest Pain Score (EDACS),Identifies chest pain patients with low risk of major adverse cardiac event.,http://www.mdcalc.com/calc/1858
10484,Emergency Department-Initiated Buprenorphine for Opioid Use Disorder (EMBED),"Assess OUD, opioid withdrawal, and treatment readiness for ED-initiated buprenorphine.",http://www.mdcalc.com/calc/10484
1755,Emergency Heart Failure Mortality Risk Grade (EHMRG),Estimates 7-day mortality of emergency CHF patients.,http://www.mdcalc.com/calc/1755
3928,Endotracheal Tube (ETT) Depth and Tidal Volume Calculator,Estimates depth of optimal ETT placement and target tidal volume by height.,http://www.mdcalc.com/calc/3928
1299,Estimated Average Glucose (eAG) From HbA1C,Estimates an average glucose level from Hemoglobin A1C value.,http://www.mdcalc.com/calc/1299
3813,Estimated Ethanol (and Toxic Alcohol) Serum Concentration Based on Ingestion,Predicts ethanol concentration based on ingestion of alcohol.,http://www.mdcalc.com/calc/3813
790,Estimated/Expected Peak Expiratory Flow (Peak Flow),Quantifies asthma exacerbation severity.,http://www.mdcalc.com/calc/790
10477,EUROMACS-RHF Score,Determines risk of right ventricular HF in patients after LVAD implantation.,http://www.mdcalc.com/calc/10477
10179,European System for Cardiac Operative Risk Evaluation (EuroSCORE) II,Predicts risk of in-hospital mortality after major cardiac surgery.,http://www.mdcalc.com/calc/10179
3906,EUTOS Score for Chronic Myelogenous Leukemia (CML),"Predicts outcomes after CML treatments, specifically adjusted for tyrosine kinase treatments.",http://www.mdcalc.com/calc/3906
10175,EVendo Score for Esophageal Varices,Predicts presence and size of esophageal varices before screening endoscopy.,http://www.mdcalc.com/calc/10175
2146,Expanded Disability Status Scale (EDSS) / Functional Systems Score (FSS),Describes severity of disability in patients with MS.,http://www.mdcalc.com/calc/2146
10001,Fatty Liver Index,Diagnoses fatty liver using labs and exam findings.,http://www.mdcalc.com/calc/10001
4024,Fetal Biophysical Profile (BPP) Score,Predicts need for urgent delivery based on sonographic and nonstress testing.,http://www.mdcalc.com/calc/4024
3316,FeverPAIN Score for Strep Pharyngitis,Predicts likelihood of strep throat.,http://www.mdcalc.com/calc/3316
2200,Fibrosis-4 (FIB-4) Index for Liver Fibrosis,"Noninvasive estimate of liver scarring in HCV and HBV patients, to assess need for biopsy.",http://www.mdcalc.com/calc/2200
10508,Fibrotic NASH Index (FNI),Screens for fibrotic NASH in individuals at high risk for NAFLD.,http://www.mdcalc.com/calc/10508
10108,FIGO Staging for Ovarian Cancer (2014),"Stages cancer of the ovary, fallopian tube, and peritoneum.",http://www.mdcalc.com/calc/10108
4000,FINDRISC (Finnish Diabetes Risk Score),Identifies patients at high risk for type 2 diabetes.,http://www.mdcalc.com/calc/4000
3836,Fisher Grading Scale for Subarachnoid Hemorrhage (SAH),Rates risk of vasospasm in aSAH based on amount and distribution of blood on CT.,http://www.mdcalc.com/calc/3836
10062,Fleischner Society Guidelines for Incidental Pulmonary Nodules,Provides guidelines for management of solid and subsolid pulmonary nodules.,http://www.mdcalc.com/calc/10062
4037,Focused Assessment with Sonography for Trauma (FAST),Predicts presence of pericardial or intra-abdominal injury after penetrating or blunt trauma.,http://www.mdcalc.com/calc/4037
2320,Follicular Lymphoma International Prognostic Index (FLIPI),Estimates overall survival based on clinical information.,http://www.mdcalc.com/calc/2320
4051,Fomepizole Dosing,Doses fomepizole for methanol and ethylene glycol reversal.,http://www.mdcalc.com/calc/4051
3925,Fong Clinical Risk Score for Colorectal Cancer Recurrence,Predicts recurrence for colorectal cancer patients with liver metastasis after hepatic resection.,http://www.mdcalc.com/calc/3925
10348,For Patients: VACO Index COVID-19 Mortality Risk,For use by non-clinicians. Calculate your or a loved one's risk of dying within 30 days of contracting COVID-19. See risk visualization in results for more info.,http://www.mdcalc.com/calc/10348
3923,Forrest Classification of Upper GI Bleeding,Stratifies severity of upper GI bleeding according to endoscopic findings.,http://www.mdcalc.com/calc/3923
10028,FOUR (Full Outline of UnResponsiveness) Score,Grades coma severity; may be more accurate than the Glasgow Coma Scale.,http://www.mdcalc.com/calc/10028
60,Fractional Excretion of Sodium (FENa),Determines if renal failure is due to pre-renal or intrinsic pathology.,http://www.mdcalc.com/calc/60
62,Fractional Excretion of Urea (FEUrea),"Determines the cause of renal failure. Similar to the FENa, but can be used on patients on diuretics.",http://www.mdcalc.com/calc/62
10540,FRACTURE Index,Predicts fracture risk in postmenopausal women.,http://www.mdcalc.com/calc/10540
3800,Framingham Heart Failure Diagnostic Criteria,Diagnoses heart failure based on major and minor criteria.,http://www.mdcalc.com/calc/3800
38,Framingham Risk Score for Hard Coronary Heart Disease,Estimates 10-year risk of heart attack.,http://www.mdcalc.com/calc/38
113,Free Water Deficit in Hypernatremia,Calculates free water deficit by estimated total body water.,http://www.mdcalc.com/calc/113
3012,Fuhrman Nuclear Grade for Clear Cell Renal Carcinoma,Provides prognostic grading system for tumor cells based on physical cellular appearance.,http://www.mdcalc.com/calc/3012
3883,Functional Outcome in Patients With Primary Intracerebral Hemorrhage (FUNC) Score,Identifies patients with ICH who will attain functional independence and assists in clinical decision-making.,http://www.mdcalc.com/calc/3883
10426,G8 Geriatric Screening Tool,Identifies elderly cancer patients who could benefit from comprehensive geriatric assessment (CGA).,http://www.mdcalc.com/calc/10426
1727,GAD-7 (General Anxiety Disorder-7),Measures severity of anxiety.,http://www.mdcalc.com/calc/1727
3647,Gail Model for Breast Cancer Risk,Estimates risk for breast cancer based on demographic and clinical data.,http://www.mdcalc.com/calc/3647
10094,GALAD Model for Hepatocellular Carcinoma (HCC),Diagnoses HCC based on serum biomarkers in patients with chronic liver disease (CLD).,http://www.mdcalc.com/calc/10094
10139,Ganzoni Equation for Iron Deficiency Anemia,Calculates iron deficit for dosing iron.,http://www.mdcalc.com/calc/10139
2157,GAP Index for Idiopathic Pulmonary Fibrosis (IPF) Mortality,"Provides 1, 2, and 3-year mortality estimates for IPF patients.",http://www.mdcalc.com/calc/2157
10504,GARFIELD-AF,"Predicts mortality, stroke, and bleeding in patients w/ and w/out anticoagulation.",http://www.mdcalc.com/calc/10504
10140,GCS-Pupils Score,Combines GCS and pupil reactivity for greater accuracy at low GCS.,http://www.mdcalc.com/calc/10140
10073,Geneva Risk Score for Venous Thromboembolism (VTE) Prophylaxis,Predicts need for VTE prophylaxis in admitted patients.,http://www.mdcalc.com/calc/10073
1750,Geneva Score (Revised) for Pulmonary Embolism,"Objectifies risk of PE, like Wells' score.",http://www.mdcalc.com/calc/1750
680,Glasgow Alcoholic Hepatitis Score,Predicts mortality in patients with alcoholic hepatitis by lab results and age.,http://www.mdcalc.com/calc/680
64,Glasgow Coma Scale/Score (GCS),"Coma severity based on Eye (4), Verbal (5), and Motor (6) criteria.",http://www.mdcalc.com/calc/64
3311,Glasgow Prognostic Score (GPS) for Cancer Outcomes,Provides cancer prognosis based on serum biomarkers.,http://www.mdcalc.com/calc/3311
518,Glasgow-Blatchford Bleeding Score (GBS),"Stratifies upper GI bleeding patients who are ""low-risk"" and candidates for outpatient management.",http://www.mdcalc.com/calc/518
3287,Glasgow-Imrie Criteria for Severity of Acute Pancreatitis,Determines severity of pancreatitis based on 8 laboratory values.,http://www.mdcalc.com/calc/3287
2048,Gleason Score for Prostate Cancer,Prognoses prostate cancer based on microscopic tumor appearance.,http://www.mdcalc.com/calc/2048
3919,Global Initiative for Obstructive Lung Disease (GOLD) Criteria for COPD,Assesses different stages of COPD and provides treatment recommendations.,http://www.mdcalc.com/calc/3919
10538,Glucose Infusion Rate (GIR),Quantifies the rate at which glucose is administered intravenously.,http://www.mdcalc.com/calc/10538
10033,GO-FAR (Good Outcome Following Attempted Resuscitation) Score,Predicts survival to discharge with good outcome after in-hospital cardiac arrest.,http://www.mdcalc.com/calc/10033
1099,GRACE ACS Risk and Mortality Calculator,Estimates admission to 6 month mortality for patients with acute coronary syndrome.,http://www.mdcalc.com/calc/1099
10393,Graded Prognostic Assessment for Gastrointestinal Cancer (GI-GPA),Estimates survival in patients with gastrointestinal cancers and brain metastases.,http://www.mdcalc.com/calc/10393
2321,Groupe d'Etude des Lymphomes Folliculaires (GELF) Criteria,Determines if immediate therapy for follicular lymphoma is required.,http://www.mdcalc.com/calc/2321
4038,Gupta Perioperative Risk for Myocardial Infarction or Cardiac Arrest (MICA),Predicts risk of MI or cardiac arrest after surgery.,http://www.mdcalc.com/calc/4038
10199,Gupta Postoperative Pneumonia Risk,Predicts risk of pneumonia after surgery.,http://www.mdcalc.com/calc/10199
10193,Gupta Postoperative Respiratory Failure Risk,Predicts risk of mechanical ventilation for longer than 48 hrs postop or reintubation within 30 days.,http://www.mdcalc.com/calc/10193
3829,GWTG-Heart Failure Risk Score,Predicts in-hospital all-cause heart failure mortality.,http://www.mdcalc.com/calc/3829
10105,H2FPEF Score for Heart Failure with Preserved Ejection Fraction,Estimates probability of underlying heart failure in patients with preserved ejection fraction on echo.,http://www.mdcalc.com/calc/10105
10415,Hack’s Impairment Index (HII),Provides a quantitative and standardized assessment of the degree of alcohol-induced impairment in emergency department patients.,http://www.mdcalc.com/calc/10415
10460,HACOR Score,Predicts failure of noninvasive ventilation (NIV) in hypoxemic patients.,http://www.mdcalc.com/calc/10460
1843,Hamilton Anxiety Scale,Rates level of anxiety based on clinical questions.,http://www.mdcalc.com/calc/1843
10043,Hamilton Depression Rating Scale (HAM-D),"Stratifies severity of depression, similar to PHQ-9.",http://www.mdcalc.com/calc/10043
3286,Harmless Acute Pancreatitis Score (HAPS),Identifies patients who do not require intensive care for their first episode of acute pancreatitis.,http://www.mdcalc.com/calc/3286
10069,Harvey-Bradshaw Index (HBI) for Crohn's Disease,Stratifies severity of Crohn's disease.,http://www.mdcalc.com/calc/10069
807,HAS-BLED Score for Major Bleeding Risk,Estimates risk of major bleeding for patients on anticoagulation to assess risk-benefit in atrial fibrillation care.,http://www.mdcalc.com/calc/807
2030,HAT (Hemorrhage After Thrombolysis) Score for Predicting Post-tPA Hemorrhage,Assesses hemorrhage risk after tPA.,http://www.mdcalc.com/calc/2030
10481,HCM Risk-SCD,Estimates risk of sudden cardiac death in patients with hypertrophic cardiomyopathy.,http://www.mdcalc.com/calc/10481
10463,HEADS-ED,Screens for pediatric mental health needs.,http://www.mdcalc.com/calc/10463
3975,HEART Pathway for Early Discharge in Acute Chest Pain,Identifies emergency department patients with acute chest pain for early discharge.,http://www.mdcalc.com/calc/3975
1752,HEART Score for Major Cardiac Events,Predicts 6-week risk of major adverse cardiac event.,http://www.mdcalc.com/calc/1752
3980,Hematopoietic Cell Transplantation-specific Comorbidity Index (HCT-CI),"Predicts survival after HCT in patients with hematologic malignancies, including optional age adjustment.",http://www.mdcalc.com/calc/3980
1785,HEMORR<sub>2</sub>HAGES Score for Major Bleeding Risk,Quantifies risk of hemorrhage in elderly patients with AFib.,http://www.mdcalc.com/calc/1785
674,Hepatic Encephalopathy Grades/Stages,West Haven Criteria. Defines criteria for the stages of hepatic encephalopathy.,http://www.mdcalc.com/calc/674
4005,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,Identifies low-risk women who can safely discontinue VTE treatment.,http://www.mdcalc.com/calc/4005
3918,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,Identifies low-risk PE patients safe for outpatient treatment.,http://www.mdcalc.com/calc/3918
4026,High-dose Insulin Euglycemia Therapy (HIET),Doses insulin for calcium-channel blocker or beta blocker overdose.,http://www.mdcalc.com/calc/4026
10184,HINTS for Stroke in Acute Vestibular Syndrome,Identifies potential stroke in patients with acute vestibular syndrome (AVS).,http://www.mdcalc.com/calc/10184
10165,History and Electrocardiogram-only Manchester Acute Coronary Syndromes (HE-MACS),Stratifies ACS risk with history and EKG only (not yet externally validated).,http://www.mdcalc.com/calc/10165
1789,HIT Expert Probability (HEP) Score for Heparin-Induced Thrombocytopenia,Pre-test clinical scoring model for HIT based on broad expert opinion.,http://www.mdcalc.com/calc/1789
10518,HIV Incidence Risk Index for MSM (HIRI-MSM),Identifies MSM at risk of HIV infection.,http://www.mdcalc.com/calc/10518
780,HIV Needle Stick Risk Assessment Stratification Protocol (RASP),Quantifies HIV exposure risk by source and exposure type and need for prophylaxis.,http://www.mdcalc.com/calc/780
10511,Ho Index,Predicts outcome of medical therapy in severe ulcerative colitis.,http://www.mdcalc.com/calc/10511
3120,HOMA-IR (Homeostatic Model Assessment for Insulin Resistance),Approximates insulin resistance.,http://www.mdcalc.com/calc/3120
4062,Horowitz Index for Lung Function (P/F Ratio),"Assesses lung function, particularly in intubated patients.",http://www.mdcalc.com/calc/4062
10051,HOSPITAL Score for Readmissions,Predicts 30-day potentially avoidable hospital readmissions.,http://www.mdcalc.com/calc/10051
10167,Hour-Specific Risk for Neonatal Hyperbilirubinemia,Predicts risk of hyperbilirubinemia in neonates.,http://www.mdcalc.com/calc/10167
10089,HScore for Reactive Hemophagocytic Syndrome,Diagnoses reactive hemophagocytic syndrome.,http://www.mdcalc.com/calc/10089
10420,"Humiliation, Afraid, Rape, Kick (HARK)",Detects domestic abuse (intimate partner violence) in women in primary care settings.,http://www.mdcalc.com/calc/10420
404,Hunt & Hess Classification of Subarachnoid Hemorrhage,Classifies severity of subarachnoid hemorrhage to predict mortality.,http://www.mdcalc.com/calc/404
10417,"Hurt, Insult, Threaten, Scream (HITS) Score",Detects domestic abuse (intimate partner violence) in women and men in healthcare settings.,http://www.mdcalc.com/calc/10417
10080,Hydroxychloroquine (Plaquenil) Dosing Calculator,Calculates maximum daily dose of hydroxychloroquine to reduce of retinopathy.,http://www.mdcalc.com/calc/10080
4031,Hypoglycemia Risk Score,Predicts 12-month risk of hypoglycemic episodes in T2DM patients.,http://www.mdcalc.com/calc/4031
10482,Hypothermia Outcome Prediction after ECLS (HOPE) Score,Predicts survival following rewarming of hypothermic cardiac arrest patients.,http://www.mdcalc.com/calc/10482
68,Ideal Body Weight and Adjusted Body Weight,Calculates ideal body weight (Devine formula) and adjusted body weight.,http://www.mdcalc.com/calc/68
3008,IMDC (International Metastatic RCC Database Consortium) Risk Model for Metastatic Renal Cell Carcinoma,Predicts survival in patients with metastatic renal cell carcinoma treated with systemic therapy (also known as Heng criteria).,http://www.mdcalc.com/calc/3008
10377,Immune-Related Adverse Events for Endocrine Toxicities - Diabetes Mellitus,Grades severity of hyperglycemia secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10377
10382,Immune-Related Adverse Events for Endocrine Toxicities - Hypothyroidism,Grades severity of hypothyroidism secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10382
10245,Immune-Related Adverse Events for GI Toxicity - Colitis,Grades severity of colitis secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10245
10389,Immune-Related Adverse Events for GI Toxicity - Hepatitis,Grades severity of hepatitis secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10389
10383,Immune-Related Adverse Events for Lung Toxicity - Pneumonitis,Grades severity of pneumonitis secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10383
10378,Immune-Related Adverse Events for Renal Toxicities - Nephritis,Grades severity of nephritis secondary to immune checkpoint inhibitor therapy.,http://www.mdcalc.com/calc/10378
3401,Immunization Schedule Calculator,Determines what immunizations/vaccinations are due based on a patient's age.,http://www.mdcalc.com/calc/3401
10014,IMPACT Score for Outcomes in Head Injury,Predicts 6-month mortality and unfavorable outcomes after moderate to severe traumatic brain injury (TBI).,http://www.mdcalc.com/calc/10014
10498,IMPEDE-VTE,Predicts risk of venous thromboembolism in multiple myeloma.,http://www.mdcalc.com/calc/10498
10465,IMPROVE Bleeding Risk Score,Evaluates bleeding risk at hospital admission.,http://www.mdcalc.com/calc/10465
3920,IMPROVE RAM (International Medical Prevention Registry on Venous Thromboembolism Risk Assessment Model),Estimates risk of VTE.,http://www.mdcalc.com/calc/3920
10349,IMPROVE Risk Score for Venous Thromboembolism (VTE),Predicts 3-month risk of VTE in hospitalized patients.,http://www.mdcalc.com/calc/10349
10350,IMPROVEDD Risk Score for Venous Thromboembolism (VTE),"Predicts risk of VTE in hospitalized patients, adding D-dimer to IMPROVE Risk Score.",http://www.mdcalc.com/calc/10350
10497,Index of Severity for Eosinophilic Esophagitis (I-SEE),Classifies severity of eosinophilic esophagitis (EoE).,http://www.mdcalc.com/calc/10497
10100,Indian Takayasu Clinical Activity Score (ITAS2010),Differentiates between active and inactive disease in Takayasu arteritis (TA).,http://www.mdcalc.com/calc/10100
10444,Indications for Paxlovid,Assists in determining if Paxlovid (ritonovir-boosted nirmatrelvir) is appropriate therapy in a COVID positive adult patient.,http://www.mdcalc.com/calc/10444
3121,Infective Endocarditis (IE) Mortality Risk Score,Predicts mortality at 6 months in patients with infective endocarditis.,http://www.mdcalc.com/calc/3121
1239,Injury Severity Score (ISS),Standardizes severity of traumatic injury based on worst injury of 6 body systems.,http://www.mdcalc.com/calc/1239
10225,INTERCHEST Clinical Prediction Rule for Chest Pain in Primary Care,Rules out coronary artery disease (CAD) in primary care patients with chest pain.,http://www.mdcalc.com/calc/10225
10522,International Diabetes Federation-Diabetes and Ramadan Alliance (IDF-DAR) Fasting Risk Assessment,Stratifies fasting risk during Ramadan in diabetic patients.,http://www.mdcalc.com/calc/10522
10533,International IgA Nephropathy Prediction Tool,Predicts risk of 50% decline in eGFR or end-stage kidney disease in patients with IgA nephropathy.,http://www.mdcalc.com/calc/10533
10517,International Ovarian Tumor Analysis (IOTA) Simple Rules Risk Assessment,Predicts risk of malignancy in adnexal masses using ultrasound features.,http://www.mdcalc.com/calc/10517
4054,International Prognostic Index for Chronic Lymphocytic Leukemia (CLL-IPI),Stratifies patients with chronic lymphocytic leukemia into four risk categories.,http://www.mdcalc.com/calc/4054
3936,International Prognostic Index for Diffuse Large B-cell Lymphoma (IPI and R-IPI),Predicts overall and progression-free survival in DLBCL based on risk factors.,http://www.mdcalc.com/calc/3936
10154,International Working Group (IWG) 2 Criteria for Alzheimer's Disease Diagnosis,"Diagnoses Alzheimer's disease (AD), newer than NINCDS-ADRDA Criteria.",http://www.mdcalc.com/calc/10154
402,Intracerebral Hemorrhage (ICH) Score,Based on age and CT findings; estimates mortality.,http://www.mdcalc.com/calc/402
4025,Intraoperative Fluid Dosing in Adult Patients,Doses IV fluids intraoperatively.,http://www.mdcalc.com/calc/4025
10004,Intrauterine RBC Transfusion Dosage,Estimates volume of donor RBCs needed for intrauterine transfusion (IUT).,http://www.mdcalc.com/calc/10004
10203,ISTH Criteria for Disseminated Intravascular Coagulation (DIC),Diagnoses overt disseminated intravascular coagulation (DIC).,http://www.mdcalc.com/calc/10203
10290,IV Drip Rate Calculator,Calculates IV infusion rate using drip counting when IV pumps are unavailable.,http://www.mdcalc.com/calc/10290
4027,Jones Criteria for Acute Rheumatic Fever Diagnosis,Diagnoses acute rheumatic fever based on major and minor criteria.,http://www.mdcalc.com/calc/4027
3168,Karnofsky Performance Status Scale,Determines ability of patient to tolerate chemotherapy.,http://www.mdcalc.com/calc/3168
3819,Kawasaki Disease Diagnostic Criteria,Diagnoses Kawasaki Disease.,http://www.mdcalc.com/calc/3819
3315,Khorana Risk Score for Venous Thromboembolism in Cancer Patients,Predicts risk of VTE for cancer patients depending on type of cancer and other factors.,http://www.mdcalc.com/calc/3315
10045,Kidney Failure Risk Calculator,Predicts progression to kidney failure in patients with chronic kidney disease (CKD).,http://www.mdcalc.com/calc/10045
3990,Killip Classification for Heart Failure,Quantifies severity of heart failure in ACS and predicts 30-day mortality.,http://www.mdcalc.com/calc/3990
10191,Kinetic Estimated Glomerular Filtration Rate (keGFR),Estimates GFR in patients with acutely changing creatinine.,http://www.mdcalc.com/calc/10191
532,King's College Criteria for Acetaminophen Toxicity,Recommends who should be immediately referred for liver transplant.,http://www.mdcalc.com/calc/532
1817,Kocher Criteria for Septic Arthritis,Distinguishes septic arthritis from transient synovitis in a child with an inflamed hip.,http://www.mdcalc.com/calc/1817
2141,Kruis Score for Diagnosis of Irritable Bowel Syndrome (IBS),Determines presence of IBS using clinically significant weighted criteria.,http://www.mdcalc.com/calc/2141
3904,Kt/V for Dialysis Adequacy,Quantifies both hemodialysis and peritoneal dialysis treatment adequacy.,http://www.mdcalc.com/calc/3904
3805,LACE Index for Readmission,Predicts 30-day readmission or death in patients on medicine and surgery wards.,http://www.mdcalc.com/calc/3805
3176,Lansky Play-Performance Scale for Pediatric Functional Status,Uses parent description of child&rsquo;s activity to assess ability and response to treatment.,http://www.mdcalc.com/calc/3176
70,LDL Calculated,Calculates LDL based on total and HDL cholesterol and triglycerides.,http://www.mdcalc.com/calc/70
10023,Leiden Clinical Prediction Rule for Undifferentiated Arthritis,Diagnoses rheumatoid arthritis in patients with recent-onset undifferentiated arthritis.,http://www.mdcalc.com/calc/10023
4010,LENT Prognostic Score for Malignant Pleural Effusion,Predicts survival in patients with malignant pleural effusion.,http://www.mdcalc.com/calc/4010
10063,Licurse Score for Renal Ultrasound,Predicts probability of hydronephrosis on renal ultrasonography (RUS) requiring urologic intervention in adult patients with acute kidney injury.,http://www.mdcalc.com/calc/10063
797,Light's Criteria for Exudative Effusions,Provides Light's Criteria to help determine if pleural fluid is exudative.,http://www.mdcalc.com/calc/797
2024,Lille Model for Alcoholic Hepatitis,Predicts mortality in patients with Alcoholic Hepatitis not responding to steroid therapy.,http://www.mdcalc.com/calc/2024
10052,Liver Decompensation Risk after Hepatectomy for Hepatocellular Carcinoma (HCC),Predicts risk of liver decompensation after hepatectomy for hepatocellular carcinoma (HCC).,http://www.mdcalc.com/calc/10052
10205,Local Anesthetic Dosing Calculator,Doses local anesthetics to help avoid toxic doses.,http://www.mdcalc.com/calc/10205
4061,Los Angeles (LA) Grading of Esophagitis,"Stratifies severity of esophagitis based on endoscopic findings, recommended by ACG guidelines.",http://www.mdcalc.com/calc/4061
3959,Los Angeles Motor Scale (LAMS),Stratifies stroke severity in the field.,http://www.mdcalc.com/calc/3959
1734,LRINEC Score for Necrotizing Soft Tissue Infection,Screens for necrotizing soft tissue infections.,http://www.mdcalc.com/calc/1734
10281,Lung Injury Prediction Score (LIPS),Identifies patients at high risk for developing acute lung injury (ALI).,http://www.mdcalc.com/calc/10281
10476,MACOCHA Score,Predicts difficult intubation in ICU patients.,http://www.mdcalc.com/calc/10476
56,Maddrey's Discriminant Function for Alcoholic Hepatitis,Suggests which patients with alcoholic hepatitis may have a poor prognosis and benefit from steroid administration.,http://www.mdcalc.com/calc/56
3803,MAGGIC Risk Calculator for Heart Failure,Estimates 1- and 3- year mortality in heart failure.,http://www.mdcalc.com/calc/3803
72,Maintenance Fluids Calculations,Calculates maintenance fluid requirements by weight.,http://www.mdcalc.com/calc/72
1844,Major Depression Index (MDI),Screens for depression based on clinically significant questions.,http://www.mdcalc.com/calc/1844
10190,Malnutrition Universal Screening Tool (MUST),Identifies patients who are malnourished or at risk of malnutrition.,http://www.mdcalc.com/calc/10190
10539,MALT Lymphoma Prognostic Index (MALT-IPI),Identifies MALT lymphoma patients at risk of poor outcomes.,http://www.mdcalc.com/calc/10539
2142,Manchester Score for Prognosis in Small Cell Lung Cancer,Predicts 2 year survival of small cell lung cancer.,http://www.mdcalc.com/calc/2142
549,Mangled Extremity Severity Score (MESS),"Estimates viability of an extremity after trauma, to determine need for salvage vs empiric amputation.",http://www.mdcalc.com/calc/549
3167,Manning Criteria for Diagnosis of Irritable Bowel Syndrome (IBS),Determines likelihood of irritable bowel syndrome diagnosis based on clinically significant criteria.,http://www.mdcalc.com/calc/3167
4053,Mantle Cell Lymphoma International Prognostic Index (MIPI),Predicts survival in patients with mantle cell lymphoma.,http://www.mdcalc.com/calc/4053
4022,Marburg Heart Score (MHS),Rules out coronary artery disease in primary care patients with chest pain.,http://www.mdcalc.com/calc/4022
3913,MASCC Risk Index for Febrile Neutropenia,Identifies patients at low risk for poor outcome with febrile neutropenia.,http://www.mdcalc.com/calc/3913
10010,Maternal-Fetal Hemorrhage Rh(D) Immune Globulin Dosage,"Calculates amount of RhIG to be administered to the mother, at the time of delivery, to prevent hemolytic disease of the fetus and newborn (HDFN).",http://www.mdcalc.com/calc/10010
3905,Maximum Allowable Blood Loss (ABL) Without Transfusion,Estimates the maximum allowable blood loss intraoperatively before transfusion should be considered.,http://www.mdcalc.com/calc/3905
3675,Mayo Score/Disease Activity Index (DAI) for Ulcerative Colitis,Assesses severity of ulcerative colitis.,http://www.mdcalc.com/calc/3675
10162,McDonald Criteria for Multiple Sclerosis (2017 Revision),Diagnoses multiple sclerosis.,http://www.mdcalc.com/calc/10162
4017,McMahon Score for Rhabdomyolysis,Predicts mortality or acute kidney injury (AKI) in rhabdomyolysis patients.,http://www.mdcalc.com/calc/4017
76,MDRD GFR Equation,Estimates glomerular filtration rate based on creatinine and patient characteristics.,http://www.mdcalc.com/calc/76
74,Mean Arterial Pressure (MAP),Calculates mean arterial pressure.,http://www.mdcalc.com/calc/74
10087,Mehran Score for Post-PCI Contrast Nephropathy,Predicts risk of contrast-induced nephropathy (CIN) after percutaneous coronary intervention (PCI).,http://www.mdcalc.com/calc/10087
3007,Mekhail Extension of the Motzer Score,"Predicts metastatic renal cell carcinoma survival, more accurately than the Motzer Score.",http://www.mdcalc.com/calc/3007
78,MELD Na (UNOS/OPTN),Quantifies end-stage liver disease for transplant planning with sodium.,http://www.mdcalc.com/calc/78
